150,329,595,22,35,-86,2790
145,331,591,22,35,-86,2853
142,326,588,20,36,-87,2913
139,323,585,21,36,-86,2978
135,322,582,21,37,-87,3046
133,323,578,21,38,-88,3122
127,321,573,22,39,-88,3195
123,322,569,21,40,-88,3261
118,320,569,20,41,-89,3342
111,317,559,20,41,-88,3403
112,315,556,19,42,-89,3462
107,317,554,20,43,-89,3548
103,314,549,19,43,-89,3632
97,315,544,18,45,-89,3704
90,314,543,18,45,-90,3766
91,313,535,19,47,-91,3817
85,314,532,18,47,-90,3871
86,310,529,18,48,-91,3936
80,309,526,17,49,-90,4002
78,310,520,18,50,-90,4058
76,311,517,17,53,-91,4115
67,312,514,16,54,-92,4161
66,313,509,16,54,-92,4198
66,309,508,18,55,-91,4244
62,310,505,17,55,-92,4285
62,306,510,16,56,-92,4323
58,306,500,15,57,-92,4363
54,304,497,15,57,-92,4398
56,304,494,16,58,-93,4428
52,301,493,16,58,-94,4460
50,302,491,15,58,-93,4502
48,302,489,14,60,-94,4560
43,303,488,15,60,-94,4622
41,304,485,17,61,-94,4675
43,301,482,16,62,-94,4713
38,298,479,16,61,-94,4739
39,300,480,16,62,-94,4763
37,300,479,17,63,-94,4801
36,298,475,17,63,-94,4842
32,300,476,17,64,-96,4890
31,295,475,17,64,-95,4946
27,298,469,16,65,-95,4987
27,299,461,16,65,-96,5019
24,296,460,16,65,-95,5038
25,296,462,18,65,-95,5051
23,299,462,17,66,-95,5065
25,296,462,17,66,-96,5092
18,296,461,18,66,-96,5112
20,298,466,17,67,-95,5137
23,298,460,17,67,-96,5157
19,300,457,17,67,-96,5172
17,299,456,17,67,-96,5187
19,296,452,17,67,-97,5201
21,297,452,16,67,-98,5217
17,296,455,17,68,-97,5236
18,295,457,17,68,-97,5274
15,300,453,17,69,-96,5309
13,299,452,17,69,-97,5331
15,297,450,16,69,-97,5355
13,299,451,16,69,-97,5369
14,296,450,15,69,-98,5374
15,297,451,16,70,-98,5373
10,295,448,16,69,-97,5372
12,297,451,16,69,-98,5381
15,296,455,16,70,-97,5402
11,294,453,16,70,-97,5443
9,296,457,17,70,-99,5478
10,298,451,17,71,-98,5509
9,300,449,16,72,-99,5526
8,297,450,16,70,-100,5543
9,291,448,16,73,-99,5565
9,292,445,16,72,-99,5580
7,293,445,14,72,-99,5589
10,292,446,16,72,-99,5602
4,294,444,15,73,-101,5630
2,295,444,15,73,-101,5656
0,295,444,17,73,-100,5677
3,294,440,15,74,-100,5679
4,292,438,17,74,-99,5679
3,292,441,17,74,-100,5693
