440,483,846,20,-11,-81,-176
434,477,835,21,-8,-80,-63
425,478,825,21,-5,-81,57
415,474,820,19,-4,-82,169
410,470,808,19,-3,-82,283
400,470,801,19,-2,-83,397
391,469,787,19,-1,-83,512
386,466,781,18,0,-84,630
377,469,771,18,2,-84,752
366,465,764,16,4,-84,871
359,462,756,16,5,-84,993
353,463,748,15,6,-86,1116
344,464,741,14,8,-84,1240
334,459,730,14,10,-85,1364
324,460,722,13,11,-86,1483
318,457,712,13,12,-86,1611
311,454,704,12,14,-87,1732
305,454,696,12,14,-87,1851
297,453,690,11,17,-87,1968
290,452,681,11,19,-88,2081
285,450,680,12,22,-90,2190
278,449,673,12,24,-89,2299
271,447,663,10,25,-89,2406
264,449,658,11,26,-90,2512
259,445,651,9,28,-90,2615
254,443,643,8,29,-89,2711
249,442,638,8,31,-91,2805
243,444,634,7,32,-90,2894
236,440,629,6,33,-90,2985
232,440,624,7,35,-91,3077
227,437,621,7,35,-92,3168
220,438,617,8,36,-92,3249
218,435,613,6,38,-91,3328
216,433,607,5,39,-91,3401
207,435,603,5,40,-93,3473
203,432,602,5,41,-93,3548
201,431,596,6,42,-93,3615
197,431,592,6,43,-93,3682
190,433,585,5,43,-93,3748
188,428,584,6,45,-94,3809
183,432,578,5,46,-95,3872
181,429,576,5,47,-95,3930
177,426,571,5,48,-94,3988
174,428,565,4,50,-94,4045
171,428,565,4,51,-94,4094
168,431,563,4,52,-95,4140
165,428,558,4,53,-96,4189
163,425,555,4,54,-95,4238
165,427,549,4,54,-96,4282
160,426,547,4,55,-96,4323
158,422,544,4,56,-96,4366
156,420,541,4,56,-96,4405
157,421,540,4,56,-96,4446
152,423,542,3,57,-97,4485
152,426,535,3,58,-97,4521
150,424,534,2,59,-98,4560
147,424,530,2,59,-98,4593
147,422,526,3,59,-97,4629
143,420,526,3,59,-97,4659
143,422,521,4,61,-97,4693
139,423,520,3,61,-97,4722
136,420,521,2,62,-97,4755
137,422,515,3,61,-98,4792
137,424,517,4,62,-99,4828
134,420,513,4,62,-99,4860
134,421,510,5,62,-98,4889
130,422,506,4,63,-99,4918
131,420,498,3,64,-99,4942
127,423,506,3,64,-99,4966
124,420,519,6,64,-99,4990
124,419,512,3,64,-100,5011
123,417,507,3,65,-100,5035
126,420,498,5,65,-99,5059
124,419,503,4,65,-99,5081
123,420,499,4,64,-100,5102
123,417,500,6,65,-99,5121
118,420,505,3,65,-100,5145
123,420,498,1,64,-102,5161
112,420,501,5,66,-101,5176
117,418,498,5,66,-100,5189
