692,631,882,2,32,-78,1017
683,628,876,3,33,-79,1147
677,625,874,2,35,-80,1240
671,623,870,2,37,-80,1322
665,623,864,2,38,-81,1403
658,618,853,1,38,-81,1474
655,618,849,1,40,-81,1551
647,620,845,0,40,-80,1630
641,619,839,0,41,-80,1716
635,617,831,-1,42,-82,1812
629,615,826,-1,43,-82,1896
623,618,821,0,44,-81,1976
620,614,819,0,46,-81,2061
615,614,809,0,49,-81,2146
607,611,805,-1,50,-81,2224
602,610,794,-2,51,-82,2311
599,610,785,-2,51,-82,2394
590,609,781,-2,53,-83,2490
585,606,776,-2,54,-83,2599
578,604,771,-3,56,-83,2731
567,598,761,-4,57,-84,2864
558,600,752,-4,57,-84,2977
551,602,748,-4,59,-85,3099
544,597,735,-3,61,-85,3209
540,598,733,-4,61,-85,3287
537,595,734,-5,62,-86,3377
530,594,728,-5,64,-87,3456
525,593,718,-4,64,-87,3538
522,592,715,-5,65,-86,3624
516,591,706,-6,66,-86,3712
512,592,707,-6,67,-87,3772
513,589,697,-6,67,-87,3821
507,588,693,-6,68,-88,3862
504,588,689,-6,68,-87,3905
503,589,687,-7,69,-87,3944
499,588,680,-7,69,-87,3991
493,588,678,-7,70,-86,4047
493,586,679,-6,71,-87,4096
489,587,675,-7,73,-88,4143
487,585,674,-7,74,-89,4206
483,583,666,-7,75,-88,4248
478,584,664,-6,75,-89,4282
476,584,665,-6,75,-89,4316
474,587,657,-7,76,-88,4348
475,585,653,-7,76,-89,4384
471,585,654,-7,76,-89,4405
468,586,655,-6,76,-90,4439
463,584,653,-7,77,-90,4490
466,584,648,-7,78,-89,4511
466,583,646,-7,78,-90,4525
469,584,643,-8,78,-90,4537
466,586,646,-7,79,-90,4558
457,584,644,-7,79,-90,4594
458,584,645,-6,79,-91,4632
457,581,638,-7,80,-90,4688
454,582,637,-7,80,-90,4732
449,580,637,-7,80,-91,4783
448,586,634,-6,81,-91,4847
445,582,633,-6,83,-92,4906
438,584,628,-7,83,-92,4952
439,583,628,-7,84,-92,5006
436,581,622,-7,85,-92,5068
430,581,616,-6,85,-92,5123
431,579,607,-6,86,-93,5164
430,579,606,-6,86,-93,5174
431,581,606,-5,86,-93,5183
426,580,608,-7,86,-93,5195
427,581,603,-6,86,-93,5224
423,580,600,-8,87,-93,5249
417,579,607,-6,88,-93,5288
422,575,592,-5,89,-93,5307
421,578,594,-7,88,-94,5325
419,577,586,-8,89,-93,5321
423,579,591,-7,89,-93,5302
424,575,592,-11,88,-95,5303
423,575,592,-5,89,-92,5329
416,575,595,-7,89,-94,5367
415,576,588,-6,90,-93,5402
411,578,588,-5,89,-93,5399
414,576,592,-5,89,-94,5398
