[200~201,343,679,17,15,-85,1734
199,346,682,18,17,-86,1799
195,345,675,18,17,-86,1859
192,340,672,17,18,-86,1928
179,340,668,17,19,-86,1992
181,338,667,17,22,-87,2062
178,337,661,16,22,-88,2132
175,336,657,16,24,-87,2204
167,334,652,15,25,-87,2284
163,334,647,15,27,-87,2360
159,336,642,14,28,-88,2445
153,335,636,15,29,-89,2538
147,331,631,14,31,-88,2632
141,331,629,14,31,-89,2713
137,329,625,14,33,-90,2793
125,328,627,13,34,-90,2881
122,326,614,13,36,-89,2978
91,326,583,11,47,-92,3512
79,318,567,9,51,-93,3733
73,316,564,9,53,-93,3797
72,315,563,11,54,-94,3866
67,317,559,9,57,-94,3930
67,315,557,9,58,-94,3993
67,318,558,9,60,-94,4053
58,316,558,9,63,-95,4105
58,317,556,8,65,-95,4160
53,317,550,7,67,-96,4214
54,316,546,6,68,-96,4267
55,312,550,7,70,-97,4312
50,311,544,6,72,-95,4352
46,308,548,5,73,-96,4399
45,313,544,6,75,-96,4445
42,312,541,6,76,-97,4484
40,313,535,5,77,-98,4524
37,312,531,5,79,-98,4562
37,311,532,4,81,-98,4597
34,311,532,5,82,-97,4632
32,311,525,5,83,-98,4667
27,313,526,5,85,-98,4693
28,309,524,5,86,-98,4723
26,310,524,4,87,-97,4758
22,311,520,5,88,-99,4792
22,309,518,5,89,-100,4826
24,309,521,5,90,-101,4852
22,308,516,6,91,-100,4877
21,313,515,6,92,-100,4895
23,310,515,6,92,-100,4918
19,307,516,5,93,-100,4942
18,305,514,5,92,-100,4963
18,306,514,5,93,-101,4982
15,305,514,5,93,-100,4998
17,305,509,5,93,-100,5018
13,309,509,6,92,-99,5028
12,308,510,6,93,-99,5042
14,309,508,7,92,-100,5053
15,310,510,6,93,-100,5064
15,310,511,6,93,-98,5079
12,306,509,5,92,-99,5094
1,312,502,7,90,-102,5252
6,303,498,8,90,-101,5267
6,307,505,11,92,-101,5286
-3,312,499,7,91,-103,5305
-1,310,501,10,91,-101,5326
-1,308,493,7,90,-101,5346
6,306,491,11,91,-101,5363
0,306,493,9,90,-101,5379
-1,304,495,4,88,-103,5388
-9,308,486,7,89,-102,5392
-5,308,493,10,89,-101,5395
7,301,493,7,88,-102,5409
-6,306,487,8,89,-102,5415
0,303,495,10,89,-102,5425
7,303,487,5,89,-104,5439
1,303,491,9,89,-102,5440
-6,307,487,9,89,-102,5445
-2,308,487,9,87,-102,5454
-1,301,486,10,87,-103,5475
-14,308,490,7,87,-104,5485
